303 , 0
163 , 0
44 , 0
98 , 0
151 , 0
255 , 1
219 , 0
297 , 0
131 , 0
62 , 0
38 , 0
64 , 0
81 , 0
50 , 0
160 , 0
181 , 0
78 , 0
74 , 0
97 , 0
140 , 2
96 , 0
115 , 0
263 , 0
280 , 0
11 , 0
55 , 0
72 , 0
114 , 0
295 , 0
197 , 0
388 , 2
40 , 0
42 , 0
138 , 0
188 , 1
108 , 0
89 , 0
286 , 0
12 , 0
30 , 0
62 , 0
35 , 0
64 , 0
196 , 0
162 , 0
33 , 0
35 , 0
238 , 0
246 , 0
10 , 0
46 , 0
16 , 0
172 , 0
59 , 0
64 , 0
16 , 0
194 , 0
89 , 0
59 , 0
98 , 0
124 , 0
39 , 0
16 , 0
58 , 0
65 , 0
48 , 0
64 , 0
78 , 0
60 , 0
152 , 0
27 , 0
323 , 0
324 , 0
168 , 0
101 , 0
32 , 0
60 , 0
41 , 0
60 , 0
63 , 0
52 , 0
34 , 0
12 , 1
72 , 0
67 , 0
77 , 0
110 , 0
94 , 0
94 , 0
90 , 0
113 , 1
232 , 0
48 , 1
17 , 0
45 , 1
117 , 0
26 , 1
16 , 0
33 , 1
21 , 0
104 , 3
51 , 0
44 , 1
34 , 0
15 , 1
14 , 0
13 , 1
13 , 0
75 , 2
174 , 0
41 , 2
21 , 0
58 , 1
12 , 0
34 , 1
21 , 0
27 , 1
19 , 0
10 , 1
15 , 0
65 , 2
24 , 0
32 , 1
59 , 0
32 , 1
64 , 0
18 , 1
15 , 0
7 , 1
12 , 0
68 , 3
165 , 0
93 , 1
42 , 0
59 , 1
41 , 0
31 , 1
36 , 0
80 , 1
117 , 0
69 , 1
8 , 0
7 , 1
12 , 0
46 , 1
17 , 0
53 , 1
36 , 0
45 , 1
16 , 0
47 , 1
21 , 0
80 , 1
17 , 0
40 , 1
12 , 0
15 , 1
26 , 0
20 , 1
26 , 0
101 , 1
139 , 1
13 , 1
11 , 0
7 , 1
11 , 0
77 , 2
101 , 1
30 , 1
23 , 0
29 , 1
16 , 0
25 , 1
25 , 0
23 , 1
31 , 0
15 , 1
19 , 0
72 , 1
220 , 0
70 , 1
18 , 0
8 , 1
23 , 0
95 , 1
203 , 0
40 , 1
17 , 0
134 , 4
90 , 0
20 , 1
21 , 0
84 , 2
62 , 0
57 , 1
14 , 0
52 , 1
24 , 0
58 , 1
8 , 0
7 , 1
19 , 0
13 , 1
19 , 0
7 , 1
20 , 0
26 , 1
23 , 0
51 , 1
39 , 0
112 , 5
43 , 0
59 , 2
15 , 0
62 , 1
91 , 1
11 , 1
18 , 0
37 , 1
29 , 0
22 , 1
40 , 0
54 , 3
19 , 0
60 , 1
31 , 0
66 , 1
22 , 0
41 , 1
18 , 0
7 , 1
12 , 0
43 , 1
15 , 0
104 , 3
38 , 0
101 , 2
14 , 0
16 , 1
14 , 0
30 , 1
14 , 0
31 , 1
52 , 0
31 , 1
68 , 0
1 , 0
5 , 0
73 , 1
91 , 1
42 , 1
43 , 0
7 , 1
12 , 0
27 , 1
18 , 0
33 , 1
18 , 0
31 , 1
18 , 0
44 , 1
18 , 0
135 , 1
34 , 0
24 , 2
36 , 0
8 , 1
15 , 0
71 , 1
35 , 0
36 , 1
12 , 0
37 , 1
59 , 0
40 , 1
69 , 1
133 , 3
102 , 0
8 , 1
13 , 0
47 , 1
53 , 0
18 , 1
22 , 0
35 , 1
37 , 1
13 , 1
12 , 0
16 , 1
19 , 0
132 , 2
16 , 0
